"close","..2","..2.1","..2.2","..2.3","..2.4","..2.5","..2.6"
1416.599976,-0.300828910590472,5.38728449093143,2.6242220631165,-25.9644771547404,-39.7721014580438,-27.8101330429218,52.8829044532715
1418.339966,2.7668716649679,3.36884740679357,2.65271964684129,-24.8284786083469,-40.1207497866192,-27.8515969113522,53.3574029813702
1409.709961,-2.7335272654407,-0.90324205348829,2.97428389503972,-23.5197745154442,-40.4830723789389,-27.8935664234409,53.8334151621184
1412.839966,2.56865076341029,-4.72945149953621,3.64606426662353,-22.0369442064339,-40.8579269645222,-27.9359701656484,54.3109514889618
1412.109985,0.280212058252222,-5.35847285484086,4.68381080060966,-20.3750741194579,-41.2441712728899,-27.9787367244328,54.7900224553461
1414.849976,-1.87532561958827,-3.04158155251235,5.93909959103859,-18.5292506926575,-41.6406630335623,-28.0217946862533,55.2706385547161
1423.819946,0.475046296353948,0.838603034564412,7.17540886658789,-16.4945603641754,-42.0462599760597,-28.0650726375696,55.7528102805179
1430.72998,1.45174002420331,4.11468371627598,8.14366902150371,-14.2660895721532,-42.4598198299027,-28.1084991648401,56.2365481261968
1431.900024,-0.390960722777791,4.7952528073711,8.59481045003245,-11.8389247547333,-42.8802003246116,-28.152002854524,56.7218625851983
1430.619995,-1.28287029437113,2.61361107738255,8.31346840139174,-9.21249659676944,-43.3062591897061,-28.1955122930814,57.2087641509679
1426.369995,-2.89165315627876,-1.18634802127837,7.22187544685367,-6.40639067212656,-43.7368541547073,-28.2389560669705,57.6972633169512
1430.5,3.90210156551816,-4.30729298418312,5.28983491768737,-3.45840270640678,-44.170842949135,-28.2822627626503,58.1873705765933
1422.949951,-4.91730075549986,-2.79706260440361,2.57224046827966,-0.421177950289097,-44.6070833025101,-28.3253609665804,58.6790964233396
1427.98999,-3.89532620939718,1.87551359636817,-0.588079008549705,2.64566629927794,-45.0444329443526,-28.36817926522,59.1724513506367
1440.130005,6.22521435439013,4.60845605777193,-3.77699938446353,5.68145830786832,-45.4817496041828,-28.4106462450276,59.6674458519293
1423.900024,-6.47704840557757,1.53579004692937,-6.61770286660144,8.62552634105558,-45.9178910115209,-28.4526904924635,60.1640904206627
1422.180054,-2.78855312193342,-3.84418553592723,-8.88259700402201,11.4171986644146,-46.3517148958879,-28.4942405939851,60.6623955502823
1420.619995,-2.38811588251054,-6.33359499988482,-10.3849626579376,13.9993705201935,-46.7820789868036,-28.5352251360532,61.1623717342343
1428.819946,2.82347868796162,-4.52407711748305,-10.9944784034141,16.3330168648416,-47.2078410137884,-28.5755727051259,61.6640294659637
1438.23999,5.82391349353206,0.127517808577066,-10.7544442269683,18.3994620676434,-47.6278587063625,-28.6152118876623,62.1673792389159
1445.939941,5.73802643890668,5.65523347459015,-9.75643074685048,20.1899831299646,-48.0409897940464,-28.6540712701224,62.6724315465369
1448.390015,1.11356111175288,10.08060989389,-8.09354378745731,21.6973922593156,-48.446092006361,-28.6920794389644,63.1791968822715
1446.98999,-4.65700612065091,11.5100163001992,-5.85888917318446,22.9145016632068,-48.8420230728258,-28.729164980648,63.687685739566
1448,-3.85949759157373,8.58697348794693,-3.14406958858806,23.8341235491487,-49.2276407229615,-28.7652564816322,64.1979086118651
1450.02002,1.15007211310824,2.37935094999616,-0.0550031640491317,24.4490327042584,-49.6017652658952,-28.800282528376,64.7098759926151
1448.310059,4.04609061828908,-5.33554115066368,3.22258308915321,24.7517703922852,-49.9629834873854,-28.8341717073385,65.2235983752606
1438.060059,-1.807739455387,-12.5194466416083,6.48263415455588,24.7343077239842,-50.3093120201981,-28.8668526049787,65.7390862532476
1433.369995,-4.7872945703089,-16.4844972673812,9.51909501569582,24.3877425066503,-50.6378941936372,-28.8982538077563,66.2563501200217
1444.26001,3.135009108276,-15.0396725647865,12.1394661512293,23.7029751821623,-50.9456759715917,-28.9283039021298,66.7754004690276
1455.300049,7.09848135778948,-8.61009799378022,14.2054700202955,22.6709061923984,-51.2296033179499,-28.9569314745586,67.2962477937122
1456.810059,-0.96731374653886,1.32529319275415,15.5882122244104,21.2866083319799,-51.4866221965993,-28.9840651115019,67.8189025875195
1455.540039,-10.8539475954547,11.4387552079075,16.1421089541199,19.5618438064991,-51.7136785714291,-29.0096333994188,68.3433753438963
1459.680054,-10.2322334416729,17.7218501267406,15.7116448268521,17.5183063946656,-51.9077184063274,-29.033564924768,68.8696765562869
1457.630005,-9.52874040808993,19.0875190583712,14.1624804146661,15.200726756682,-52.0656876651825,-29.0557882740087,69.3978167181374
1456.380005,-2.67127750131606,16.334066105069,11.5606059598098,12.659594773124,-52.1845323118823,-29.076232033601,69.9278063228935
1451.189941,4.33875438009318,10.4419982406721,8.13317472490775,9.94540032456834,-52.2611983103151,-29.0948247900032,70.4596558640004
1449.369995,17.5502493375809,2.36258489295698,4.13657751864674,7.10863329159208,-52.2926316243702,-29.1114951296739,70.993375834903
1399.040039,-16.676314367864,-6.45479866984565,-0.1727948502856,4.19978355477085,-52.2757857458238,-29.1261641111845,71.5289767290482
1406.819946,5.1491292497859,-13.1903639045444,-4.53855157320078,1.26934099468089,-52.2076500720063,-29.1387168875519,72.0664690398806
1403.170044,12.4456497722056,-17.1128708635946,-8.70430184141212,-1.63220450810086,-52.0852148252059,-29.149037786835,72.6058632608455
1387.170044,3.78093835425366,-18.0203181726357,-12.4136548462311,-4.45436307299883,-51.9053666538209,-29.157114710983,73.1471698853889
1374.119995,-7.90727323409137,-13.8621888135452,-15.4084380378517,-7.14664481943584,-51.6650029186267,-29.1629248495688,73.6903994069558
1395.410034,6.89670512788568,-3.06321309274474,-17.4431018926615,-9.65855986683611,-51.3610435920823,-29.1664227804796,74.2355623189926
1391.969971,-7.09759078225401,10.3749242480619,-18.34931510861,-11.9396183346225,-50.9904666480103,-29.1675050802412,74.7826691149433
1401.890015,-2.47872287161347,16.9287851425051,-17.9739062238645,-13.9439204926732,-50.5502951078128,-29.1660232777977,75.3317302882544
1402.839966,-0.296738367557699,15.2024563731328,-16.2289101553433,-15.6468087607684,-50.0375601388238,-29.1618207561641,75.8827563323718
1406.599976,10.0599534773974,6.59453286225958,-13.3532505286391,-17.0425309646312,-49.4492929083767,-29.1547408983535,76.4357577407399
1377.949951,-9.64993154689911,-5.55731298150875,-9.65826169741398,-18.1393727305712,-48.7825245838049,-29.14462708738,76.990745006805
1387.170044,2.92230113122596,-13.0051405313912,-5.45248895220635,-18.9484087480212,-48.0342863324425,-29.1313227062572,77.547728624012
1392.280029,6.01332857529344,-15.6525460320509,-1.04130220395624,-19.4807158512275,-47.201607176809,-29.1146711379995,78.1067190858067
1386.949951,-4.15750980167201,-15.7549909467208,3.28940250546058,-19.7469820404512,-46.2819049734111,-29.0945157656201,78.6677268856348
1402.060059,3.22936454583441,-12.9896133189383,7.28537058199249,-19.7563078078031,-45.2741850869037,-29.0706999721337,79.2307625169415
1410.939941,-3.3573904827258,-2.24557055888171,10.7046264442742,-19.5170266541679,-44.1782198731697,-29.0430671405537,79.7958364731725
1435.040039,3.99727486450376,10.2610654053743,13.3065711764393,-19.0357009814903,-42.9955527870307,-29.0114606538935,80.3629592477728
1434.540039,-4.50096493990976,14.7528419250452,14.8506058626217,-18.3173524658198,-41.7292680092035,-28.975723895168,80.9321413341884
1436.109985,-2.31113350060136,11.535212090982,15.1682819245222,-17.3667099962288,-40.3827425073829,-28.9357002473902,81.5033932258647
1437.5,4.4882597528732,4.32459246869639,14.3802605134754,-16.1890108411636,-38.9593532492628,-28.8912330935743,82.076725416247
1428.609985,2.0861831011388,-3.35245042404708,12.6856267721555,-14.7957659228439,-37.4624772025386,-28.8421658167344,82.652148398781
1417.22998,-3.93648424693422,-9.47112199772838,10.3009347677269,-13.2159550879801,-35.8954913349033,-28.7883416663042,83.2296725333321
1422.530029,3.68951177005915,-12.314998515363,7.44697870363122,-11.4827983195595,-34.2617726140526,-28.7295969914748,83.8093012795235
1420.859985,-0.252961288321713,-10.4968857213879,4.33997776658023,-9.62951560057141,-32.5646980076796,-28.6657425441677,84.3910124997074
1424.550049,-2.84059230195913,-4.77138485387289,1.17785107635711,-7.68932691400406,-30.8076444834796,-28.5965827103799,84.9747776903129
1437.77002,1.99959719226936,2.80140852284085,-1.84605726398593,-5.69545224284541,-28.9939890091467,-28.5219218761098,85.56056834777
1439.369995,-1.18871183052894,6.37099433242653,-4.53840315139648,-3.68111157008455,-27.127108552376,-28.4415644273539,86.1483559685073
1443.76001,1.02392614053955,6.76104696277046,-6.70662183413814,-1.67874552739397,-25.2103800808607,-28.3553147501118,86.738112048955
1444.609985,-1.68675867200096,7.80884009012942,-8.16126596573575,0.282322658814448,-23.2471805622957,-28.2629772303799,87.3298080855417
1448.390015,2.59474653546529,3.95690606103748,-8.75853380239834,2.17354911344428,-21.2408869643761,-28.1643558398155,87.9234151603571
1438.869995,-2.99237668238899,-4.09662652355131,-8.53616776291389,3.968469118501,-19.194876254795,-28.0592528927134,88.5189026981259
1447.800049,2.78025681142013,-5.70988312942905,-7.59294741003913,5.64893458439312,-17.1125254012474,-27.9474670840621,89.1162365042693
1452.849976,-2.591846485142,-0.543035843075575,-6.07513120392637,7.1988765786319,-14.9972113714279,-27.8287842889955,89.7153695643529
1468.329956,3.03596139900906,3.79876777417519,-4.19276260299196,8.60222616872749,-12.8523111330305,-27.7029858811673,90.3162503624619
1471.47998,-0.0372471288261726,4.49974940828958,-2.16986774916932,9.84291442219074,-10.68120165375,-27.5698480481629,90.9188221966128
1472.5,-2.44972450438676,2.6332254525852,-0.222281648703516,10.9048724065318,-8.48725990128074,-27.4291456810508,91.5230270683064
1470.72998,-6.16274836091692,-0.297215044872523,1.46692523491864,11.7720311892612,-6.27386284331676,-27.2806536709012,92.1288069790438
1484.349976,6.19923050740563,-3.29290901077605,2.72287357390005,12.4283218378896,-4.04438744755232,-27.1241469087823,92.7361039303252
1480.930054,0.959304118168207,-4.91272618358009,3.37068404044223,12.8576754199272,-1.80221068168258,-26.9594002857629,93.3448599236519
1480.410034,-4.1170673909915,-2.86302432860109,3.30748411732588,13.0468900991165,0.449290486598862,-26.7861886929121,93.9550169605235
1495.420044,3.00560349329908,3.27062378587569,2.7131398587779,12.9995227184219,2.7067374661631,-26.6042870212992,94.5665170424406
